Iteration,Train_Accuracy,Valid_Accuracy,Loss
0,0.380952380952,0.304347826087,0.77548226075
100,0.809523809524,0.652173913043,0.257291639612
200,0.87619047619,0.739130434783,0.200044733006
300,0.914285714286,0.913043478261,0.149225958665
400,0.92380952381,0.95652173913,0.12133676898
500,0.933333333333,0.95652173913,0.111279250938
600,0.933333333333,1.0,0.10458689545
700,0.952380952381,1.0,0.0997230605672
800,0.971428571429,1.0,0.0976097820639
900,0.971428571429,1.0,0.0957333968086
1000,0.971428571429,1.0,0.0957282736132
1100,0.971428571429,1.0,0.093939664876
1200,0.971428571429,1.0,0.0928400455444
1300,0.971428571429,1.0,0.091592545979
1400,0.971428571429,1.0,0.091047458228
1500,0.971428571429,1.0,0.0903762733704
1600,0.971428571429,1.0,0.089645302632
1700,0.971428571429,1.0,0.0890978499539
1800,0.971428571429,1.0,0.0883674546694
1900,0.971428571429,1.0,0.0878800299994
2000,0.971428571429,1.0,0.0873550361215
2100,0.971428571429,1.0,0.0869456095127
2200,0.971428571429,1.0,0.0865886919003
2300,0.971428571429,1.0,0.0859949114219
2400,0.971428571429,1.0,0.0854000784566
2500,0.971428571429,1.0,0.085132331589
2600,0.971428571429,1.0,0.0847297221909
2700,0.971428571429,1.0,0.0844567284746
2800,0.971428571429,1.0,0.0840882537189
2900,0.971428571429,1.0,0.083799301664
3000,0.971428571429,1.0,0.0834957955891
3100,0.971428571429,1.0,0.0831866083373
3200,0.971428571429,1.0,0.0827068549208
3300,0.971428571429,1.0,0.0824675811024
3400,0.971428571429,1.0,0.0822366153724
3500,0.971428571429,1.0,0.0821918629325
3600,0.971428571429,1.0,0.081784134239
3700,0.971428571429,1.0,0.0816015638034
3800,0.971428571429,1.0,0.0811204884645
3900,0.971428571429,1.0,0.0808095599214
4000,0.971428571429,1.0,0.0809493863612
4100,0.971428571429,1.0,0.0801266806041
4200,0.971428571429,1.0,0.0802828719083
4300,0.971428571429,1.0,0.0802638406555
4400,0.971428571429,1.0,0.0794559788344
4500,0.971428571429,1.0,0.0797814252553
4600,0.971428571429,1.0,0.0795259282246
4700,0.971428571429,1.0,0.0791613504541
4800,0.971428571429,1.0,0.0789830157838
4900,0.971428571429,1.0,0.0787288933251
5000,0.971428571429,1.0,0.0788679579348
5100,0.971428571429,1.0,0.0785824667298
5200,0.971428571429,1.0,0.0785611514135
5300,0.971428571429,1.0,0.0783949572874
5400,0.971428571429,1.0,0.0781656500881
5500,0.971428571429,1.0,0.0780556348809
5600,0.971428571429,1.0,0.0779073777673
5700,0.971428571429,1.0,0.0776995657554
5800,0.971428571429,1.0,0.077597522064
5900,0.971428571429,1.0,0.0772898252788
6000,0.971428571429,1.0,0.0774198465113
6100,0.971428571429,1.0,0.0773377164079
6200,0.971428571429,1.0,0.0768637269847
6300,0.971428571429,1.0,0.0772342216024
6400,0.971428571429,1.0,0.0770316692744
6500,0.971428571429,1.0,0.0771009469203
6600,0.971428571429,1.0,0.0766524985682
6700,0.971428571429,1.0,0.0767218123131
6800,0.971428571429,1.0,0.0766705737992
6900,0.971428571429,1.0,0.0765231377652
7000,0.971428571429,1.0,0.0763981770669
7100,0.971428571429,1.0,0.0762819620584
7200,0.971428571429,1.0,0.0761473567448
7300,0.971428571429,1.0,0.0763170655483
7400,0.971428571429,1.0,0.0759560355619
7500,0.971428571429,1.0,0.0759222282485
7600,0.971428571429,1.0,0.0759416194941
7700,0.971428571429,1.0,0.0757063060485
7800,0.971428571429,1.0,0.0757836710087
7900,0.971428571429,1.0,0.075842734747
8000,0.971428571429,1.0,0.0755303946689
8100,0.971428571429,1.0,0.0755545551632
8200,0.971428571429,1.0,0.0755717218727
8300,0.971428571429,1.0,0.075557072892
8400,0.971428571429,1.0,0.0753333722472
8500,0.971428571429,1.0,0.0753888097418
8600,0.971428571429,1.0,0.0751817655001
8700,0.971428571429,1.0,0.0752991147373
8800,0.971428571429,1.0,0.0752436732388
8900,0.971428571429,1.0,0.0750213597317
9000,0.971428571429,1.0,0.0750395550192
9100,0.971428571429,1.0,0.0751700928189
9200,0.971428571429,1.0,0.0750827729108
9300,0.971428571429,1.0,0.0748493296266
9400,0.971428571429,1.0,0.0750466171723
9500,0.971428571429,1.0,0.0745661480188
9600,0.971428571429,1.0,0.074668465765
9700,0.971428571429,1.0,0.0745482073005
9800,0.971428571429,1.0,0.0748307485258
9900,0.971428571429,1.0,0.0746812054393
10000,0.971428571429,1.0,0.0746716834909
